ÐòºÅ,X,Y
374,2.985258893,51.51052128
375,2.985955088,51.70082938
376,2.986842176,51.56017566
377,2.986943236,51.59878076
378,2.986818854,51.5500748
379,2.987347477,51.58880946
380,2.987374426,51.61513908
381,2.987616972,51.56976518
382,2.988129013,51.63362641
383,2.988358085,51.7500346
384,2.990237059,51.57834409
385,2.990931754,51.51337793
386,2.992198381,51.51860612
387,2.99219838,51.65456614
388,2.994623831,51.59527733
389,2.994399252,51.73465095
390,2.994983158,51.68268341
391,2.995270617,51.55549993
392,2.996029053,51.56509394
393,2.996779789,51.53841398
394,2.996746102,51.57472837
395,2.997291828,51.49887912
396,2.997094198,51.78639391
397,2.997633188,51.71147441
398,2.999205241,51.75926479
399,3.000777291,51.51123994
400,3.000956953,51.59136966
401,3.003059013,51.57126536
402,3.003220709,51.66866071
403,3.003247658,51.57061858
404,3.003571052,51.58088632
405,3.004383386,51.56041628
406,3.006454645,51.50399952
407,3.006975666,51.54537592
408,3.007065497,51.52040275
409,3.007020582,51.60255369
410,3.007739235,51.61396229
411,3.007896439,51.69431659
412,3.009472983,51.62559547
413,3.009693071,51.56758676
414,3.009999995,51.57729605
415,3.010119769,51.70792607
416,3.010029938,51.7419273
417,3.010838422,51.53333849
418,3.01160199,51.76937083
419,3.014323885,51.63831562
420,3.016244647,51.56395471
421,3.017280626,51.64977299
422,3.017396124,51.72813816
423,3.017827314,51.50545479
424,3.01806986,51.75374015
425,3.018878344,51.51442896
426,3.019390385,51.54792713
427,3.021276847,51.66246233
428,3.022947712,51.7784528
429,3.023235172,51.5413335
430,3.024492816,51.67626045
431,3.025121635,51.53360799
432,3.026199614,51.59424427
433,3.028876592,51.68925009
434,3.029253884,51.60700035
435,3.029927623,51.62060982
436,3.031275097,51.50984755
437,3.031275095,51.52763419
438,3.031841034,51.7636845
439,3.033431053,51.70132345
440,3.033700546,51.57156181
441,3.033700546,51.63502778
442,3.033700546,51.78661849
443,3.036099048,51.7438497
444,3.036395492,51.73312381
445,3.036799733,51.58503654
446,3.037177028,51.64656215
447,3.037203976,51.72180504
448,3.040033669,51.7758387
449,3.040195365,51.56663006
450,3.040437911,51.52210955
451,3.041488941,51.6592284
452,3.042930734,51.55633536
453,3.044722875,51.67108616
454,3.045019319,51.51698915
455,3.045315764,51.79607775
456,3.046932729,51.6839141
457,3.047148327,51.59805313
458,3.047714265,51.61252498
459,3.048792242,51.75225793
460,3.048819191,51.55099937
461,3.048819191,51.56258764
462,3.049350483,51.69585656
463,3.050274464,51.62573022
464,3.051217693,51.54299538
465,3.05286161,51.76578656
466,3.054721124,51.63880071
467,3.054855872,51.58463229
468,3.056338092,51.71668464
469,3.056431377,51.69989306
470,3.057173525,51.77990807
471,3.058628795,51.55660486
472,3.058808459,51.65137712
473,3.059033037,51.53571903
474,3.059545078,51.72956648
475,3.060515258,51.79066091
476,3.062671213,51.66494168
477,3.062850876,51.53028422
478,3.06294071,51.57493049
479,3.06283291,51.79974287
480,3.063614446,51.74282562
481,3.064894546,51.67754055
482,3.064872087,51.69054367
483,3.065568279,51.60619186
484,3.065905149,51.55074335
485,3.066893295,51.54295047
486,3.067656864,51.59446885
487,3.067683812,51.61972049
488,3.07012723,51.75486304
489,3.070621304,51.71196849
490,3.071564536,51.6316591
491,3.073585745,51.53814448
492,3.073518372,51.77051619
493,3.075157797,51.58391364
494,3.075499155,51.64451399
495,3.077062226,51.78642984
496,3.079379879,51.5444776
497,3.080053615,51.65766533
498,3.080565655,51.73711233
499,3.08072735,51.68582751
500,3.081446003,51.72360167
501,3.081940079,51.67140955
502,3.08360196,51.60205961
503,3.085174012,51.61306398
504,3.085713001,51.70792607
505,3.087127848,51.59278451
506,3.087868958,51.77732092
507,3.087895906,51.75904919
508,3.090766025,51.6252586
509,3.092046123,51.63570152
510,3.093124102,51.74727228
511,3.095459721,51.64706521
512,3.095953796,51.6815156
513,3.098379247,51.73164159
514,3.099591973,51.65793482
515,3.099591974,51.70361415
516,3.099699772,51.76702623
517,3.099996214,51.66871461
518,3.100535204,51.60241894
519,3.101362937,51.71768562
520,3.103769139,51.61212074
521,3.106464086,51.62155305
522,3.107946305,51.75926479
523,3.109428523,51.6316591
524,3.110775998,51.67679944
525,3.111853976,51.75023672
526,3.112419914,51.64181905
527,3.112958902,51.69976038
528,3.114306375,51.74185544
529,3.115330457,51.65168255
530,3.116839625,51.73325856
531,3.118276932,51.66179758
532,3.118456595,51.66116876
533,3.11966932,51.7236915
534,3.120747298,51.6715443
535,3.12231935,51.71434902
536,3.124834632,51.70563536
537,3.127529578,51.69530474
538,1.188066879,51.7288119
539,1.191166067,51.72530847
540,1.192019464,51.70734216
541,1.194130507,51.72180504
542,1.19516357,51.70383873
543,1.197050033,51.71839144
544,1.199116155,51.73298906
545,1.200059388,51.71493293
546,1.201990765,51.72953055
547,1.203158576,51.71156425
548,1.205045038,51.72611695
549,1.206033184,51.70797098
550,1.208009478,51.7226809
551,1.210165435,51.73716623
552,1.21097392,51.71924484
553,1.212995128,51.7339323
554,1.214028192,51.71578633
555,1.216004484,51.73033904
556,1.217037548,51.71237273
557,1.218924009,51.72692544
558,1.220855385,51.74156798
559,1.221888449,51.72342201
560,1.223909659,51.73804209
561,1.22485289,51.72005333
562,1.226739352,51.73460603
563,1.227952077,51.71668464
564,1.229973286,51.73123735
565,1.231859749,51.74579006
566,1.23280298,51.72780129
567,1.234869106,51.74237646
568,1.23576742,51.72436524
569,1.237923377,51.72988988
570,1.23778863,51.73891795
571,1.238866609,51.72072706
572,1.240797986,51.73545943
573,1.243717511,51.73204583
574,1.245873468,51.74646379
575,1.246681951,51.7285424
576,1.248792993,51.74318494
577,1.249691306,51.72512881
578,1.251667601,51.73972643
579,1.254766789,51.73635775
580,1.257776145,51.73276449
581,1.260830417,51.72935089
582,1.268699659,51.73705843
583,1.271610199,51.73352805
584,1.279560291,51.7413434
585,1.282569647,51.73788488
586,1.290474821,51.74565531
587,1.293529096,51.74210697
588,1.410220249,51.63377014
589,1.412690616,51.62667345
590,1.419832221,51.62290053
591,1.422257674,51.63341082
592,1.424144135,51.59783753
593,1.426973829,51.61899286
594,1.429264534,51.59392986
595,1.431824732,51.60444015
596,1.431869648,51.64032784
597,1.434250183,51.65079322
598,1.436810381,51.62559547
599,1.436798663,51.63021203
600,1.438786676,51.63646509
601,1.441122294,51.61131226
602,1.441257041,51.64688555
603,1.443412998,51.58624926
604,1.443547747,51.6219573
605,1.443817241,51.65766533
606,1.445973196,51.5968943
607,1.448398649,51.60753934
608,1.448398648,51.64324737
609,1.450374942,51.58202718
610,1.450689353,51.61804963
611,1.450824101,51.65375766
612,1.453033956,51.59298663
613,1.452980057,51.62882941
614,1.453249551,51.66426795
615,1.455405508,51.60376641
616,1.457830959,51.61400721
617,1.460121662,51.58934845
618,1.460256412,51.62492174
619,1.460615736,51.66045011
620,1.462502199,51.59981382
621,1.462681862,51.63529728
622,1.46259203,51.67131972
623,1.464972566,51.61036903
624,1.464972566,51.64607706
625,1.467128524,51.58530603
626,1.46726327,51.62101407
627,1.467398016,51.6567221
628,1.469553974,51.59608582
629,1.46968872,51.6316591
630,1.471979424,51.60646136
631,1.472293834,51.67805709
632,1.474000635,51.65321867
633,1.474180298,51.58130853
634,1.474404876,51.61724114
635,1.476830327,51.59217814
636,1.476830327,51.62788618
637,1.476875244,51.66350438
638,1.478986283,51.60295793
639,1.479255777,51.6741045
640,1.481411736,51.57762544
641,1.481411736,51.61346822
642,1.481681231,51.64890675
643,1.481411736,51.68501903
644,1.483837188,51.62384376
645,1.483837186,51.58827047
646,1.483971934,51.65982129
647,1.486307553,51.59882568
648,1.486397386,51.63462354
649,1.486532132,51.67033158
650,1.488643173,51.60951563
651,1.488733005,51.64517875
652,1.49017031,51.58490179
653,1.491068624,51.62002592
654,1.491140488,51.65583277
655,1.492056771,51.69135215
656,1.493404244,51.59487309
657,1.493269497,51.63071587
658,1.493494076,51.66664848
659,1.494212729,51.64122616
660,1.495560201,51.60538338
661,1.495739864,51.64140582
662,1.496368684,51.67693419
663,1.497985652,51.58058988
664,1.498255147,51.6518712
665,1.498389893,51.68771397
666,1.500411104,51.59123491
667,1.500545851,51.62694295
668,1.500734496,51.69846681
669,1.502836555,51.60187995
670,1.502836554,51.63772273
671,1.502701808,51.67343076
672,1.504992511,51.61239024
673,1.505172174,51.57672712
674,1.505262005,51.64823302
675,1.505396753,51.6838063
676,1.507202366,51.58743504
677,1.507687458,51.65874331
678,1.507867119,51.69449625
679,1.509978162,51.59797228
680,1.509978161,51.63381506
681,1.512403612,51.60861731
682,1.512403612,51.64432535
683,1.51253836,51.68030287
684,1.514514655,51.69036401
685,1.514604484,51.58346449
686,1.514559569,51.6191276
687,1.514896435,51.65497038
688,1.516580779,51.66601966
689,1.517119769,51.62977264
690,1.519455387,51.60475456
691,1.519545219,51.64041768
692,1.519679966,51.6763952
693,1.521701176,51.5795119
694,1.521835923,51.61548943
695,1.52197067,51.65133221
696,1.522105417,51.68690549
697,1.524126627,51.59029168
698,1.524306288,51.6259548
699,1.524396121,51.66197724
700,1.524530869,51.66143825
701,1.526552077,51.60093672
702,1.526552078,51.63671213
703,1.526821573,51.67235278
704,1.529157193,51.6473347
705,1.529516518,51.61131226
706,1.531133486,51.58651876
707,1.531313149,51.62227171
708,1.531537729,51.65793482
709,1.533469105,51.59720871
710,1.533693684,51.63287183
711,1.533828432,51.66871461
712,1.534468481,51.60235157
713,1.536253883,51.60780883
714,1.536119137,51.64351686
715,1.536253884,51.67913507
716,1.538320008,51.582656
717,1.53840984,51.61838649
718,1.538275092,51.65443139
719,1.540655629,51.59334595
720,1.540565797,51.6290989
721,1.541014955,51.66431286
722,1.543440406,51.60403591
723,1.543260743,51.63960919
724,1.543709899,51.67455366
725,1.545416698,51.57897291
726,1.545686194,51.65011948
727,1.546045521,51.6142767
728,1.547842151,51.62559547
729,1.54784215,51.62505648
730,1.547976898,51.66103401
731,1.550267601,51.60012823
732,1.550321501,51.63583627
733,1.552513391,51.57502032
734,1.552423557,51.61077327
735,1.55493884,51.62137339
736,1.555118504,51.58544078
737,1.555118505,51.65712634
738,1.557184628,51.5963104
739,1.557409208,51.6319286
740,1.559699912,51.60700035
741,1.561963668,51.58188345
742,1.562035532,51.6174208
743,1.564371152,51.59226798
744,1.564348693,51.62795355
745,1.566868467,51.60301183
746,1.569042391,51.57798476
747,1.569132222,51.61400721
748,1.571449876,51.6243019
749,1.577351807,51.44126118
750,1.582067964,51.43802724
751,1.582337458,51.44692057
752,1.586649371,51.4350628
753,1.587053612,51.44368663
754,1.591230777,51.43182887
755,1.591500273,51.44072219
756,1.595946933,51.42859493
757,1.596351176,51.43721876
758,1.596485923,51.44624683
759,1.596620672,51.45514015
760,1.600393595,51.425361
761,1.600932584,51.43411957
762,1.600932584,51.44314764
763,1.601202077,51.45190621
764,1.605154666,51.42203723
765,1.605513992,51.43088564
766,1.605783486,51.4399137
767,1.606322477,51.45743085
768,1.609960653,51.42778645
769,1.610230146,51.43667977
770,1.610499641,51.44557309
771,1.610634389,51.45446641
772,1.614272565,51.41565919
773,1.614946302,51.43344583
774,1.615215797,51.44233916
775,1.615485291,51.45123248
776,1.61898872,51.41242526
777,1.61952771,51.4302119
778,1.619797205,51.43910522
779,1.620066699,51.44799854
780,1.62186333,51.43739842
781,1.623659961,51.40928115
782,1.624109119,51.42697796
783,1.62451336,51.43587128
784,1.624782854,51.44476461
785,1.625052348,51.45365793
786,1.628555779,51.41485071
787,1.628825274,51.42374403
788,1.629319346,51.4416205
789,1.62949901,51.45042399
790,1.633271935,51.41161677
791,1.634080418,51.43829674
792,1.63426008,51.44710023
793,1.634484659,51.45608338
794,1.63776351,51.4085625
795,1.638392333,51.42616948
796,1.63893132,51.44395612
797,1.639200814,51.45284944
798,1.641761013,51.4054184
799,1.642973741,51.42320504
800,1.643243233,51.43182887
801,1.643512728,51.44085693
802,1.643782224,51.44975026
803,1.647195821,51.44575275
804,1.647555146,51.41970161
805,1.651867059,51.40784385
806,1.652136555,51.41673717
807,1.652406049,51.42563049
808,1.656448467,51.40460991
809,1.656717963,51.41363798
810,1.657795941,51.4399137
811,1.661434118,51.4102693
812,1.661973108,51.42805594
813,1.662107853,51.43694926
814,1.666015526,51.40703537
815,1.666150275,51.41592869
816,1.666554514,51.42482201
817,1.670596934,51.40380143
818,1.670866429,51.41269475
819,1.671135924,51.42158807
820,1.671405418,51.43048139
821,1.67571733,51.41835414
822,1.680163991,51.40649638
823,1.680702981,51.42401352
824,-0.275423466,50.65083356
825,-0.277624337,50.65757092
826,-0.279600633,50.66444303
827,-0.281891336,50.6711804
828,-0.285888837,50.65245053
829,-0.287685469,50.65932264
830,-0.287685471,50.68452038
831,-0.290021089,50.66628458
832,-0.291458393,50.66619475
833,-0.292087214,50.67311178
834,-0.293704181,50.64777929
835,-0.294153339,50.67993897
836,-0.295905055,50.65474123
837,-0.296488958,50.68649668
838,-0.298016096,50.66152351
839,-0.300216967,50.66821596
840,-0.30169919,50.64315296
841,-0.302507672,50.67508807
842,-0.303944977,50.64966575
843,-0.304573796,50.68191527
844,-0.306280595,50.6563582
845,-0.308436554,50.66336506
846,-0.309873857,50.63807748
847,-0.310592509,50.67023717
848,-0.31207473,50.64490468
849,-0.312658634,50.67706436
850,-0.314185771,50.65155221
851,-0.314769676,50.6837119
852,-0.316251896,50.65837941
853,-0.317127754,50.69051664
854,-0.3185426,50.66525152
855,-0.320294314,50.64018852
856,-0.320743472,50.67194397
857,-0.322270609,50.64670131
858,-0.322989261,50.67913049
859,-0.324336731,50.65325901
860,-0.324606229,50.653798
861,-0.325324879,50.68559836
862,-0.326762185,50.66053536
863,-0.328199489,50.63511304
864,-0.328109658,50.66026587
865,-0.328738478,50.6671829
866,-0.330265615,50.64194024
867,-0.331074099,50.67401009
868,-0.332556318,50.6486776
869,-0.333140223,50.68083729
870,-0.334847022,50.65514547
871,-0.33498177,50.68775432
872,-0.337002978,50.66242183
873,-0.338889441,50.66942868
874,-0.341180145,50.67576181
875,-0.342662366,50.65083356
876,-0.343740343,50.68263392
877,-0.347243773,50.66417354
878,-0.348591247,50.6387063
879,-0.349399729,50.67104565
880,-0.350926865,50.64580299
881,-0.351555687,50.67778302
882,-0.353711642,50.68478988
883,-0.355328609,50.65945739
884,-0.357754063,50.66727273
885,-0.36179648,50.67980423
886,-0.193901354,50.66727273
887,-0.196326805,50.6734711
888,-0.198303099,50.68092712
889,-0.19956074,50.68074746
890,-0.20050397,50.68761957
891,-0.204546389,50.66902444
892,-0.204681137,50.70136379
893,-0.206298105,50.67589655
894,-0.208454063,50.68290341
895,-0.21016086,50.65775059
896,-0.210610019,50.68964078
897,-0.212226984,50.66430829
898,-0.212631228,50.69664764
899,-0.214652437,50.67104565
900,-0.216808394,50.67791776
901,-0.218155867,50.67778302
902,-0.218605024,50.68487971
903,-0.220311824,50.65972688
904,-0.220940644,50.69206623
905,-0.222288117,50.66664391
906,-0.223186432,50.69835444
907,-0.224713567,50.67311178
908,-0.225252558,50.70518163
909,-0.228396661,50.65460648
910,-0.23064245,50.66152351
911,-0.231226354,50.6936832
912,-0.233382311,50.70042056
913,-0.235223857,50.67499824
914,-0.236481499,50.64975558
915,-0.237469645,50.68191527
916,-0.238817117,50.65658278
917,-0.239356107,50.68865263
918,-0.240793412,50.66323031
919,-0.241601897,50.69556966
920,-0.243308695,50.66987784
921,-0.24335361,50.70244177
922,-0.244835831,50.66969818
923,-0.24537482,50.67697453
924,-0.246722293,50.65191154
925,-0.247261282,50.68398139
926,-0.249866395,50.69053909
927,-0.251236327,50.66531889
928,-0.251663027,50.69736629
929,-0.253369825,50.67212363
930,-0.254941877,50.64692589
931,-0.255525783,50.67895083
932,-0.257097834,50.65366325
933,-0.257591907,50.68577802
934,-0.259119044,50.66080486
935,-0.259119044,50.68559836
936,-0.259862478,50.69280966
937,-0.265137757,50.64885726
938,-0.267338628,50.65554971
939,-0.268012365,50.68775432
940,4.125018869,52.3909601
941,4.13296896,52.38826515
942,4.136337642,52.40416533
943,4.138493599,52.39473302
944,4.140919049,52.3855702
945,4.143883491,52.40147038
946,4.14630894,52.39217282
947,4.148914055,52.38278543
948,4.15385479,52.38961262
949,4.154393779,52.42302995
950,4.155471757,52.41413663
951,4.156549736,52.4055128
952,4.156819231,52.38018031
953,4.158975186,52.39648473
954,4.162478615,52.41184593
955,4.168138002,52.41844854
956,4.171102442,52.4006619
957,4.171506686,52.42559015
958,4.173527895,52.40362634
959,4.175144863,52.41602309
960,4.176627082,52.40712977
961,4.178378797,52.39823645
962,4.182151723,52.41359764
963,4.183768687,52.40470432
964,4.188978917,52.41126202
965,4.194548471,52.41777481
966,4.200073111,52.42383844
967,4.205058761,52.43098004
968,4.234972658,52.58553519
969,4.391414266,52.60965495
970,4.407718689,52.62568988
971,4.453802263,52.60655576
972,4.45488024,52.59173356
973,1.850215075,51.86989231
974,1.855065978,51.89630278
975,1.857581262,51.88143567
976,1.858838901,51.86194223
977,1.86288132,51.89050865
978,1.863779637,51.91350552
979,1.867103403,51.87622544
980,1.868136466,51.89926722
981,1.868810203,51.92230901
982,1.872223799,51.88502893
983,1.872942453,51.90811563
984,1.873930598,51.93106759
985,1.877568775,51.89401208
986,1.87837726,51.91691912
987,1.878781501,51.94009565
